gene	cluster	T1	T2	T3	T4	T5	T6	T7
AKR1C6P_chr10:4954669	383	0.496642515915	0.495772944302	0.450211504411	0.331264916887	0.220970710699	0.221899810533	0.206045867739
AKR1C8P_chr10:5217953	0	0.496409459225	0.499960182291	0.440956886461	0.282425134337	0.219288826028	0.218626376826	0.231638113211
AKR1C8P_chr10:5219134	0	0.491353571017	0.495130423192	0.438423905523	0.27810867051	0.214275089143	0.214783678447	0.227158559157
AKR7L_chr1:19597066	0	0.496837728975	0.496812181814	0.437295134084	0.277475067001	0.215753177314	0.215671734903	0.229155414352
AKT2_chr19:40791292	0	0.495187154596	0.499441389378	0.440165735078	0.283046961908	0.219710021125	0.219189731265	0.232342265946
AKT2_chr19:40791383	0	0.496919247719	0.499598897077	0.440110867687	0.282022778104	0.21965370667	0.219391337893	0.231964298557
ALDH16A1,PIH1D1_chr19:49956034	0	0.496516399557	0.496867250614	0.440715945659	0.282954585448	0.218593044222	0.218857515402	0.231116132784
ALDH1L1-AS1_chr3:125823947	0	0.494550422878	0.498444022405	0.439276029277	0.281064699927	0.219271046185	0.218831128618	0.232012778194
ALDH4A1_chr1:19212017	0	0.495333241566	0.494646518074	0.430054199962	0.272845934273	0.216004619014	0.215556210575	0.228807530504
ALDOA_chr16:30082246	0	0.499350441394	0.495245997817	0.437952967432	0.275888481228	0.214135356704	0.21503167509	0.229119852393
ALG13_chrX:110970861	0	0.499154371793	0.500984877826	0.439673554578	0.281846994235	0.220146978877	0.220069126073	0.232841338151
ALG1L9P_chr11:71518143	0	0.49664400045	0.498921310606	0.437563008499	0.27671147666	0.214103314437	0.21414116885	0.227153421588
ALMS1P1_chr2:73909640	0	0.494750067077	0.498551462309	0.437730909285	0.274215536406	0.21318312971	0.21346201051	0.228014747065
ALMS1P1_chr2:73911937	0	0.499652631737	0.498269819634	0.433718278934	0.261131797508	0.215402841951	0.214680924367	0.235912022458
ALMS1P1_chr2:73912059	0	0.497437476349	0.499223220261	0.438577556311	0.276553712172	0.214902020948	0.212675621902	0.227276012969
ALMS1_chr2:73646386	0	0.495248075646	0.497847819713	0.438730805809	0.276643632017	0.214935514995	0.212755621904	0.226478689298
ALMS1_chr2:73677846	0	0.497272636743	0.497040164868	0.433238553823	0.256411644199	0.216861392618	0.215900934886	0.240323570107
ALOX12-AS1_chr17:6895197	0	0.495341695175	0.500987862461	0.440424176696	0.28372377877	0.220339261795	0.219936196848	0.231713906422
ALOX12-AS1_chr17:6910789	0	0.497168748226	0.499100987618	0.437292264959	0.280293409875	0.214467151917	0.213423729621	0.220452869128
ALOX15P1_chr17:6562235	0	0.498069771476	0.496256166982	0.431931261974	0.251976051817	0.21472346626	0.212996236739	0.238223041549
ALOX15P1_chr17:6562959	0	0.498305401964	0.500606790504	0.437841074436	0.275457712529	0.214574895759	0.212392274063	0.22732726482
ALPP_chr2:233242997	0	0.498478766672	0.497395602599	0.440182577205	0.282713648991	0.220571619062	0.220394766622	0.232019195997
AMER2;LINC00463_chr13:25746866	21	0.495827142928	0.499164875276	0.471932555433	0.409522920575	0.233584559367	0.237235423424	0.191458840438
AMER2_chr13:25738165	0	0.49666487213	0.499499302032	0.440558744303	0.28342457906	0.219455885416	0.219201063983	0.231774507499
AMER3_chr2:131526477	0	0.498462720911	0.499636183917	0.435527217001	0.275894464885	0.214517191888	0.214161125377	0.224050499071
AMPH_chr7:38671406	0	0.49600065837	0.496176730726	0.436259477213	0.274153684615	0.214361666615	0.213622423445	0.225506643062
AMY2A_chr1:104160012	0	0.498974967077	0.49974727771	0.438534318143	0.276898477649	0.214310615136	0.214069688221	0.227327096622
AMZ2P1_chr17:62965848	0	0.49793186832	0.498089973489	0.442135495805	0.287915246354	0.220443256756	0.220707056457	0.230919293184
AMZ2P1_chr17:62968223	0	0.49641039639	0.49748572596	0.436276464045	0.276169220103	0.213891199211	0.213547787219	0.222853181696
ANKDD1A_chr15:65203432	0	0.498545184825	0.496843150447	0.439101117118	0.27838831383	0.215605414096	0.215344577657	0.228845424843
ANKRD18A_chr9:38595860	0	0.49661004118	0.499478004557	0.440802238746	0.281780484314	0.219861579005	0.219455379027	0.231903012202
ANKRD18A_chr9:38595861	0	0.498379609842	0.500731314147	0.440953943742	0.281707112253	0.219649487382	0.219645628989	0.232577767191
ANKRD18DP_chr3:197793686	0	0.497359247824	0.500219452292	0.440559680019	0.283166208042	0.220027519077	0.219687142924	0.23184495853
ANKRD20A11P_chr21:15319214	0	0.493776610849	0.494678474547	0.43793443699	0.273550932235	0.214637136531	0.211893376784	0.22795630995
ANKRD20A11P_chr21:15332859	0	0.495541119071	0.498694039115	0.43828391405	0.276086349482	0.214977058437	0.213131872805	0.227643364529
ANKRD20A11P_chr21:15335438	0	0.499617927814	0.497904175149	0.440010913121	0.282931393591	0.219710022893	0.220045789666	0.232232215085
ANKRD20A11P_chr21:15343831	0	0.499068762229	0.498473390002	0.439343524533	0.277391682608	0.213651633019	0.213809395479	0.227280106243
ANKRD20A11P_chr21:15343837	0	0.496705562612	0.498710740928	0.438303057248	0.276091323102	0.213317181714	0.213917509845	0.227715830022
ANKRD20A11P_chr21:15343901	0	0.49802957495	0.497246158135	0.437569921407	0.27559354933	0.213243396744	0.213633439212	0.227422425645
ANKRD20A11P_chr21:15347442	0	0.49579465162	0.49288923879	0.44035114311	0.282502480814	0.21997604536	0.219607508533	0.234310171316
ANKRD20A12P_chr1:142706113	0	0.497457223184	0.498514569302	0.429084696702	0.233480537022	0.213895457902	0.212509445589	0.247470578225
ANKRD20A12P_chr1:142713119	0	0.498587396683	0.500206078553	0.440337663242	0.281455758366	0.219168645604	0.219596144364	0.232266344555
ANKRD20A5P_chr18:14193660	0	0.497628333778	0.493432861198	0.437556948716	0.274491346715	0.214702332319	0.212708037769	0.228408773656
ANKRD20A5P_chr18:14197180	0	0.494734622322	0.49787062013	0.432128354044	0.275371756493	0.216159890384	0.215679710454	0.228914291783
ANKRD20A5P_chr18:14220569	0	0.496344521	0.496217031746	0.434240456571	0.258255003605	0.216650281987	0.215405116419	0.241212068608
ANKRD20A8P_chr2:95439793	0	0.496588312482	0.499337805987	0.439841285898	0.284038459357	0.218825722464	0.217997259461	0.22996473715
ANKRD20A8P_chr2:95488857	0	0.496146899607	0.500830362539	0.441014371647	0.283202661752	0.220007654943	0.219955172737	0.233184190107
ANKRD20A8P_chr2:95489203	0	0.499464509057	0.494779057804	0.440510427363	0.286226293122	0.22090760758	0.221374051185	0.232556673366
ANKRD20A8P_chr2:95491693	0	0.493183267214	0.499245206967	0.440340892918	0.283999901894	0.219123135505	0.218836378145	0.231562942337
ANKRD20A8P_chr2:95497924	0	0.493419193181	0.497118634699	0.438707043622	0.27709874231	0.211375332057	0.214920510927	0.228616622436
ANKRD20A8P_chr2:95498048	0	0.497627714467	0.497805324031	0.437384487473	0.273755964057	0.212238709039	0.21401339934	0.228615624331
ANKRD20A8P_chr2:95501171	0	0.495091370191	0.496503833626	0.441419926737	0.282204521413	0.219442282167	0.219354307823	0.233649022569
ANKRD20A8P_chr2:95501201	0	0.496210280775	0.498927595592	0.438217704811	0.276410421322	0.212881016405	0.21353406944	0.226313830138
ANKRD20A8P_chr2:95506870	0	0.497473294689	0.50206281505	0.438907615436	0.276565233068	0.211871871447	0.21407791566	0.228408532071
ANKRD20A8P_chr2:95506885	0	0.493648700902	0.496249130859	0.439303005645	0.274486156982	0.211484807664	0.214627237295	0.228815938628
ANKRD20A9P_chr13:19421164	0	0.499270374843	0.495589046357	0.437261570401	0.273788280416	0.214268970601	0.212237915116	0.22746205278
ANKRD20A9P_chr13:19421537	0	0.496402196159	0.499938143923	0.44139222878	0.283793715786	0.219489906528	0.219558681164	0.23139248406
ANKRD20A9P_chr13:19421565	0	0.497512057211	0.495263292267	0.438203489831	0.277308298708	0.21454583398	0.212154475325	0.2268908724
ANKRD26P1_chr16:46530478	0	0.496364561109	0.495263450493	0.440759223405	0.280438400979	0.216406549725	0.215587763446	0.228660125894
ANKRD26P1_chr16:46537615	0	0.497607253329	0.496273076316	0.429626733782	0.276131187514	0.217899374219	0.217593504434	0.23038969527
ANKRD26P1_chr16:46564471	0	0.494320860691	0.498471466418	0.438465401441	0.276111893467	0.213657795381	0.214499549688	0.227288466207
ANKRD26P3_chr13:19858614	0	0.496531333226	0.502121030618	0.439240607938	0.276740187016	0.213414293137	0.213612540085	0.226991374376
ANKRD26P3_chr13:19868613	0	0.496445269629	0.495422622206	0.438787748231	0.279389888152	0.216105083749	0.215060496581	0.22955229069
ANKRD26P3_chr13:19916238	0	0.49758493479	0.498256602288	0.439652487748	0.280731490185	0.216917713454	0.21726504584	0.229169420804
